report_lat,report_lng,route_id,route_centroid_lat,route_centroid_lng,driver_lat,driver_lng,distance_report_to_route,distance_report_to_driver,route_load,driver_status,label
18.445886553045238,73.83269672945072,route_0,18.614850109927637,73.86302144126736,18.619617102629167,73.82669921131617,19.0579771486521,19.32830123115235,1,offline,0
18.445886553045238,73.83269672945072,route_1,18.490846892322832,73.97446070300018,18.433331378744178,73.95982508422698,15.765273509104782,13.48272286992199,7,offline,0
18.445886553045238,73.83269672945072,route_2,18.45104358908976,73.76409496144304,18.416815889015137,73.86571283980354,7.258832532291647,4.7518130665775615,8,available,0
18.445886553045238,73.83269672945072,route_3,18.4684825752409,73.901965564234,18.530653191461774,73.70973295381015,7.726100504749576,16.03097958573789,6,busy,0
18.445886553045238,73.83269672945072,route_4,18.408602136415862,73.87587082059603,18.520230326309324,73.82979563386353,6.158914170489163,8.272310002260049,6,busy,1
18.445886553045238,73.83269672945072,route_5,18.431769736584847,73.96139224313882,18.616715114950075,73.86330375403355,13.666074800719038,19.267408314733267,4,available,0
18.445886553045238,73.83269672945072,route_6,18.67826540463728,73.72096512473394,18.635913870368796,73.72321747318321,28.396928367366847,24.076763378308193,5,available,0
18.445886553045238,73.83269672945072,route_7,18.48171712665482,73.76327581278754,18.582646840333684,73.98496711376072,8.335697070353959,22.1140153421868,5,offline,0
18.445886553045238,73.83269672945072,route_8,18.462018133622998,73.99743939448328,18.407198691898518,73.95179965975407,17.468915392356077,13.280675910379223,4,available,0
18.445886553045238,73.83269672945072,route_9,18.549459685890337,73.70258117726151,18.610627112704925,73.96214979226147,17.91353449972671,22.84380984982535,9,busy,0
18.445886553045238,73.83269672945072,route_10,18.439797083860952,73.76732376630396,18.665889926544153,73.70933023255468,6.928961017275207,27.705057920867574,5,offline,0
18.445886553045238,73.83269672945072,route_11,18.497604458866828,73.7819760813979,18.461176023724313,73.76985624446678,7.8540741058315175,6.8428105443165546,4,busy,0
18.445886553045238,73.83269672945072,route_12,18.452053246881384,73.73083884114426,18.49490139783674,73.95247713709313,10.765845755194691,13.758427847397613,3,available,0
18.445886553045238,73.83269672945072,route_13,18.61434052948725,73.95910897281446,18.595381819679304,73.79004004237743,22.988812811735137,17.220799318771356,1,busy,0
18.445886553045238,73.83269672945072,route_14,18.498697930986943,73.95439593981811,18.410949644255314,73.80825612427586,14.114693043401765,4.662552285488939,5,busy,0
18.528071109355547,73.95433841698608,route_0,18.614850109927637,73.86302144126736,18.619617102629167,73.82669921131617,13.629225882507255,16.87068586211715,7,offline,0
18.528071109355547,73.95433841698608,route_1,18.490846892322832,73.97446070300018,18.433331378744178,73.95982508422698,4.651274062853947,10.550456417935916,5,offline,0
18.528071109355547,73.95433841698608,route_2,18.45104358908976,73.76409496144304,18.416815889015137,73.86571283980354,21.81400212685431,15.50508607348648,4,available,0
18.528071109355547,73.95433841698608,route_3,18.4684825752409,73.901965564234,18.530653191461774,73.70973295381015,8.625742100199371,25.790517583014122,3,busy,0
18.528071109355547,73.95433841698608,route_4,18.408602136415862,73.87587082059603,18.520230326309324,73.82979563386353,15.651303353047368,13.159943075729748,1,busy,0
18.528071109355547,73.95433841698608,route_5,18.431769736584847,73.96139224313882,18.616715114950075,73.86330375403355,10.734032641437526,13.756017050693718,3,available,0
18.528071109355547,73.95433841698608,route_6,18.67826540463728,73.72096512473394,18.635913870368796,73.72321747318321,29.72853072192564,27.151310852882386,3,available,0
18.528071109355547,73.95433841698608,route_7,18.48171712665482,73.76327581278754,18.582646840333684,73.98496711376072,20.79563077321533,6.873995782952233,4,offline,0
18.528071109355547,73.95433841698608,route_8,18.462018133622998,73.99743939448328,18.407198691898518,73.95179965975407,8.637312031705031,13.443066475698426,1,available,0
18.528071109355547,73.95433841698608,route_9,18.549459685890337,73.70258117726151,18.610627112704925,73.96214979226147,26.647818435163387,9.216659889554938,3,busy,0
18.528071109355547,73.95433841698608,route_10,18.439797083860952,73.76732376630396,18.665889926544153,73.70933023255468,22.02989067822147,30.026306055730227,6,offline,0
18.528071109355547,73.95433841698608,route_11,18.497604458866828,73.7819760813979,18.461176023724313,73.76985624446678,18.487083808015264,20.827600034317133,9,busy,0
18.528071109355547,73.95433841698608,route_12,18.452053246881384,73.73083884114426,18.49490139783674,73.95247713709313,25.039035615970175,3.6935214032344086,7,available,0
18.528071109355547,73.95433841698608,route_13,18.61434052948725,73.95910897281446,18.595381819679304,73.79004004237743,9.60589194609013,18.866913285436514,7,busy,0
18.528071109355547,73.95433841698608,route_14,18.498697930986943,73.95439593981811,18.410949644255314,73.80825612427586,3.266154045583573,20.173754034682013,7,busy,1
18.47198942855143,73.888879758855,route_0,18.614850109927637,73.86302144126736,18.619617102629167,73.82669921131617,16.117588494565084,17.675868863037262,8,offline,0
18.47198942855143,73.888879758855,route_1,18.490846892322832,73.97446070300018,18.433331378744178,73.95982508422698,9.265763209774653,8.62991976125434,8,offline,0
18.47198942855143,73.888879758855,route_2,18.45104358908976,73.76409496144304,18.416815889015137,73.86571283980354,13.365849275580187,6.603800876006138,3,available,0
18.47198942855143,73.888879758855,route_3,18.4684825752409,73.901965564234,18.530653191461774,73.70973295381015,1.4341523301890995,19.985199444035075,6,busy,1
18.47198942855143,73.888879758855,route_4,18.408602136415862,73.87587082059603,18.520230326309324,73.82979563386353,7.180686094234954,8.221498525831302,7,busy,0
18.47198942855143,73.888879758855,route_5,18.431769736584847,73.96139224313882,18.616715114950075,73.86330375403355,8.860041497185726,16.317070804745118,5,available,0
18.47198942855143,73.888879758855,route_6,18.67826540463728,73.72096512473394,18.635913870368796,73.72321747318321,28.971348449820947,25.24308442010961,1,available,0
18.47198942855143,73.888879758855,route_7,18.48171712665482,73.76327581278754,18.582646840333684,73.98496711376072,13.29066116956853,15.93839196695287,7,offline,0
18.47198942855143,73.888879758855,route_8,18.462018133622998,73.99743939448328,18.407198691898518,73.95179965975407,11.503244100635234,9.795679148055816,1,available,0
18.47198942855143,73.888879758855,route_9,18.549459685890337,73.70258117726151,18.610627112704925,73.96214979226147,21.449523710922186,17.24276536929883,2,busy,0
18.47198942855143,73.888879758855,route_10,18.439797083860952,73.76732376630396,18.665889926544153,73.70933023255468,13.311559411695658,28.688768868389417,9,offline,0
18.47198942855143,73.888879758855,route_11,18.497604458866828,73.7819760813979,18.461176023724313,73.76985624446678,11.628093881849459,12.610784279200136,9,busy,0
18.47198942855143,73.888879758855,route_12,18.452053246881384,73.73083884114426,18.49490139783674,73.95247713709313,16.815674103694345,7.174499424127176,8,available,0
18.47198942855143,73.888879758855,route_13,18.61434052948725,73.95910897281446,18.595381819679304,73.79004004237743,17.47464896714115,17.229083795376916,3,busy,0
18.47198942855143,73.888879758855,route_14,18.498697930986943,73.95439593981811,18.410949644255314,73.80825612427586,7.520435265323919,10.880958459516902,6,busy,0
18.569063015533963,73.85214156672617,route_0,18.614850109927637,73.86302144126736,18.619617102629167,73.82669921131617,5.2188189175683295,6.2281203690123474,2,offline,1
18.569063015533963,73.85214156672617,route_1,18.490846892322832,73.97446070300018,18.433331378744178,73.95982508422698,15.554820592826129,18.887164299226505,9,offline,0
18.569063015533963,73.85214156672617,route_2,18.45104358908976,73.76409496144304,18.416815889015137,73.86571283980354,16.075055670064582,16.989492059296268,6,available,0
18.569063015533963,73.85214156672617,route_3,18.4684825752409,73.901965564234,18.530653191461774,73.70973295381015,12.356367559886424,15.608154052945203,4,busy,0
18.569063015533963,73.85214156672617,route_4,18.408602136415862,73.87587082059603,18.520230326309324,73.82979563386353,18.0170594507929,5.918937448473025,4,busy,0
18.569063015533963,73.85214156672617,route_5,18.431769736584847,73.96139224313882,18.616715114950075,73.86330375403355,19.125327374328755,5.427691613677982,4,available,0
18.569063015533963,73.85214156672617,route_6,18.67826540463728,73.72096512473394,18.635913870368796,73.72321747318321,18.39848789415842,15.487277227811887,5,available,0
18.569063015533963,73.85214156672617,route_7,18.48171712665482,73.76327581278754,18.582646840333684,73.98496711376072,13.495059586153268,14.081319465162393,2,offline,0
18.569063015533963,73.85214156672617,route_8,18.462018133622998,73.99743939448328,18.407198691898518,73.95179965975407,19.40058667607835,20.842175774667307,7,available,0
18.569063015533963,73.85214156672617,route_9,18.549459685890337,73.70258117726151,18.610627112704925,73.96214979226147,15.91547285018054,12.481352536329778,7,busy,0
18.569063015533963,73.85214156672617,route_10,18.439797083860952,73.76732376630396,18.665889926544153,73.70933023255468,16.929071626546623,18.503806168564175,7,offline,0
18.569063015533963,73.85214156672617,route_11,18.497604458866828,73.7819760813979,18.461176023724313,73.76985624446678,10.856245136322059,14.805090785076843,5,busy,0
